A/A;Κωδικός;Κωδ.εργοστασίου;Περιγραφή;Ομάδα;Υποομάδα;Ποσ.1;Αξία;Ποσ.1;Αξία;Ποσ.1;Αξία;Ποσ.1;Αξία;Ποσ.1;Αξία;Ποσ.1;Αξία;Ποσ.1;Αξία;Ποσ.1;Αξία;Κόστος απογραφής;Κόστος πωληθέντων;Αξία πωληθέντων;Κόστος υπολοίπου;Συντελεστής Μ.Κ.;
2167;021934;YM-280W;YLI ΑΔΙΑΒΡΟΧΟΣ ΗΛΕΚΤΡΟΜΑΓΝΗΤΗΣ 280kg;ACCESS CONTROL;ΗΛΕΚΤΡΟΜΑΓΝΗΤΕΣ/ΚΥΠΡΙ/ΗΛΕΚΤΡΙΚΕΣ ΚΛΕΙΔΑΡΙΕΣ;4,00;194,98;0,00;0,00;0,00;0,00;0,00;0,00;4,00;236,47;4,00;194,98;4,00;236,47;0,00;0,00;194,98;194,98;236,47;0,00;17,55;
2168;021935;MBK-280NZL-W;YLI ΒΑΣΗ ΑΔΙΑΒΡΟΧΟΥ ΗΛ/ΤΗ 280kg ΣΧΗΜΑ Z&L;ACCESS CONTROL;ΗΛΕΚΤΡΟΜΑΓΝΗΤΕΣ/ΚΥΠΡΙ/ΗΛΕΚΤΡΙΚΕΣ ΚΛΕΙΔΑΡΙΕΣ;4,00;59,78;0,00;0,00;0,00;0,00;0,00;0,00;4,00;85,81;4,00;59,78;4,00;85,81;0,00;0,00;59,78;59,78;85,81;0,00;30,33;
2169;021969;8481100590;Πιλότος 3.75KG Nitrogen, (πλήρης, μανόμετρο, κλείστρο, ηλεκτροβαλβίδα);FIRE EXTINGUISHING;ΦΙΑΛΕΣ;0,00;0,00;0,00;0,00;0,00;0,00;3,00;2.550,00;0,00;0,00;3,00;2.550,00;0,00;0,00;3,00;2.550,00;0,00;0,00;0,00;2.550,00;0,00;
2170;021976;DS-2CD1143G2-LIU(2.8mm);Κάμερα IP Dome Smart Hybrid 4MP, με φακό 2.8mm, IR30 και ενσωματωμένο μικρόφωνο. Προστασία IP67/IK08;CCTV;ΚΑΜΕΡΕΣ DOME;296,00;15.481,10;0,00;0,00;0,00;0,00;-2,00;12.330,00;17,00;81,97;294,00;27.811,10;17,00;81,97;277,00;12.602,67;15.481,10;45,50;81,97;12.602,58;44,50;
2171;022003;ASF280A-V1;Ηλεκτρομαγνήτης 280 κιλών.;ACCESS CONTROL;ΗΛΕΚΤΡΟΜΑΓΝΗΤΕΣ/ΚΥΠΡΙ/ΗΛΕΚΤΡΙΚΕΣ ΚΛΕΙΔΑΡΙΕΣ;0,00;0,00;0,00;0,00;0,00;0,00;12,00;225,72;0,00;0,00;12,00;225,72;0,00;0,00;12,00;225,72;0,00;0,00;0,00;225,72;0,00;
2172;022004;ASF280ZL-V1;Βάση τύπου ΖL για ηλεκτρομαγνήτη ASF280-V1;ACCESS CONTROL;ΗΛΕΚΤΡΟΜΑΓΝΗΤΕΣ/ΚΥΠΡΙ/ΗΛΕΚΤΡΙΚΕΣ ΚΛΕΙΔΑΡΙΕΣ;0,00;0,00;0,00;0,00;0,00;0,00;12,00;79,20;0,00;0,00;12,00;79,20;0,00;0,00;12,00;79,20;0,00;0,00;0,00;79,20;0,00;
2173;022008;W3A-G000SF-K013-11;KAC Green NO/NC Contact Model Surface Flexible Material Outdoor Manual Call Point With Plain Marking;ACCESS CONTROL;BUTTONS;7,00;489,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;489,37;0,00;0,00;7,00;489,37;489,37;0,00;0,00;489,36;0,00;
2174;022009;HWI-B120HA;Κάμερα ΙP Bullet 2MP, με φακό 2.8mm, IR30m και Motion Detection 2.0;CCTV;ΚΑΜΕΡΕΣ BULLET;1,00;32,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;32,17;0,00;0,00;1,00;32,17;32,17;0,00;0,00;32,17;0,00;
2175;022013;GS-5220-16S8CR;PLANET L2+ 24-Port 100/1000X SFP + 8-Port Shared TP Managed Switch;CCTV;ΠΑΡΕΛΚΟΜΕΝΑ CCTV/ACCESSORIES;4,00;2.214,00;0,00;0,00;0,00;0,00;0,00;1.980,00;0,00;0,00;4,00;4.194,00;0,00;0,00;4,00;1.980,00;2.214,00;0,00;0,00;1.980,00;0,00;
2176;022018;CE424P;Πίνακας ανίχνευσης εκρηκτικών αερίων 4 καναλιών, επεκτάσιμος μέχρι τα 24 κανάλια;FIRE EXTINGUISHING;ΠΑΡΕΛΚΟΜΕΝΑ FIRE EXTINGUISHING;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;
2177;022020;TS282PI;Ανιχνευτής υδρογόνου 4-20mA, ΙΡ65, καταλυτικού τύπου Pellistor;FIRE EXTINGUISHING;ΠΑΡΕΛΚΟΜΕΝΑ FIRE EXTINGUISHING;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;
2178;022021;BAA-009;Μπαταρία Pb 12V-3,3Ah Dim.134X67X59;FIRE EXTINGUISHING;ΠΑΡΕΛΚΟΜΕΝΑ FIRE EXTINGUISHING;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;
2179;022029;PCEM-TK00GIN;Κάρτα Proximity 125kHz. Λευκή Gloss.ZK-teco;ACCESS CONTROL;CARDS/TAGS (ACCESS);200,00;56,20;0,00;0,00;0,00;0,00;0,00;0,00;200,00;72,00;200,00;56,20;200,00;72,00;0,00;0,00;56,20;56,20;72,00;0,00;21,94;
2180;022054;TCIV-2+;Turbine Compact IP Video-2+;INTERCOM;ΠΑΡΕΛΚΟΜΕΝΑ INTERCOM;1,00;1.167,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1.167,60;0,00;0,00;1,00;1.167,60;1.167,60;0,00;0,00;1.167,60;0,00;
2181;022059;ICX-510;ICX-510 incl Zenitel Connect Pro;INTERCOM;ΠΑΡΕΛΚΟΜΕΝΑ INTERCOM;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1.545,66;1,00;6.200,00;1,00;1.545,66;1,00;6.200,00;0,00;0,00;0,00;1.545,66;6.200,00;0,00;75,07;
2182;022060;ZCL-IC1;ZC - Device management license;INTERCOM;LICENSE/SOFTWARE INTERCOM;36,00;6.940,08;0,00;0,00;0,00;0,00;14,00;2.882,88;0,00;0,00;50,00;9.822,96;0,00;0,00;50,00;10.296,00;6.940,08;0,00;0,00;10.296,00;0,00;
2183;022061;ZCUL-IC;ZC - Upgrade subscription, per connected device - 3 years;INTERCOM;LICENSE/SOFTWARE INTERCOM;36,00;1.535,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;36,00;1.535,76;0,00;0,00;36,00;1.535,76;1.535,76;0,00;0,00;1.535,76;0,00;
2184;022062;ZCL-API;ZC - Integration license;INTERCOM;LICENSE/SOFTWARE INTERCOM;1,00;785,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;785,16;0,00;0,00;1,00;785,16;785,16;0,00;0,00;785,16;0,00;
2185;022063;ZCL-PBX;ZC -iPBX trunk, per defined trunk;INTERCOM;LICENSE/SOFTWARE INTERCOM;1,00;1.307,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1.307,88;0,00;0,00;1,00;1.307,88;1.307,88;0,00;0,00;1.307,88;0,00;
2186;022065;GSC-OM-P-1C;1 camera connection;CCTV;LICENSE/SOFTWARE CCTV;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.104,00;0,00;0,00;0,00;1.104,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
2187;022068;ADV-CAM-P-5Y;Genetec™ Advantage for 1 Omnicast™ Pro Camera – 5years;CCTV;LICENSE/SOFTWARE CCTV;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1.180,55;0,00;0,00;0,00;-1.180,55;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
2188;022072;iDS-2CD8A86G0-XZHSY 1050/4;4K DeepinView multi-sensor bullet camera8 MP resolution in channel 1 and 4 MP resolution in channel 2;CCTV;ΚΑΜΕΡΕΣ BULLET;5,00;3.027,47;0,00;0,00;0,00;0,00;-1,00;0,00;-1,00;0,00;4,00;3.027,47;-1,00;0,00;5,00;3.027,47;3.027,47;0,00;0,00;3.027,47;0,00;
2189;022073;DS-2CD3B86G2T-IZHSY(2.8-12mm);8 MP DarkFighter Varifocal Bullet Network Camera;CCTV;ΚΑΜΕΡΕΣ BULLET;4,00;1.041,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;1.041,64;0,00;0,00;4,00;1.041,64;1.041,64;0,00;0,00;1.041,64;0,00;
2190;022096;RC-3.5APOWER;RISCO Τροφοδοτικό 3.5A;INTRUSION/BA;ΠΑΡΕΛΚΟΜΕΝΑ INTRUSION/BA;1,00;50,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;71,50;1,00;50,00;0,00;71,50;1,00;50,00;50,00;50,00;71,50;50,00;30,07;
2191;022098;VITRON-GLASS;RISCO Ανιχνευτής Θραύσης κρυστάλλων;INTRUSION/BA;ΑΝΙΧΝΕΥΤΕΣ/RADAR BA;0,00;0,00;0,00;0,00;0,00;0,00;14,00;349,44;14,00;1.047,20;14,00;349,44;14,00;1.047,20;0,00;0,00;0,00;349,44;1.047,20;0,00;66,63;
2192;022099;JC004-1;Pipe Clip 25-27mm RED;FIRE DETECTION;VESDA & PIPING;2.670,00;963,87;0,00;0,00;0,00;0,00;0,00;0,00;780,00;733,75;2.670,00;963,87;780,00;733,75;1.890,00;682,29;963,87;550,53;733,75;682,29;24,97;
2193;022115;AXIS Q1972-E;Thermal Camera High-resolution thermal imaging;CCTV;ΚΑΜΕΡΕΣ THERMAL;6,00;22.800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;22.800,00;0,00;0,00;6,00;22.800,00;22.800,00;0,00;0,00;22.800,00;0,00;
2194;022121;SST-FX350-G;PSU SILVERSTONE SST-FX350-G TFX FLEX ATXTEMW;ΛΟΙΠΑ;ΤΡΟΦΟΔΟΤΙΚΑ;4,00;275,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;275,18;0,00;0,00;4,00;275,18;275,18;0,00;0,00;275,18;0,00;
2195;022131;SC570/WH/G3/EN;Large Magnetic Surface Double Door Contact with Microswitch and Wall Tamper, Operating Gap 10mm, Grade 3, White;INTRUSION/BA;ΕΠΑΦΕΣ BA;5,00;55,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;55,75;0,00;0,00;5,00;55,75;55,75;0,00;0,00;55,75;0,00;
2196;022132;SC570/SPACER/WH;Surface Spacer for SC570 Door Contacts, White;INTRUSION/BA;ΕΠΑΦΕΣ BA;17,00;18,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;18,70;0,00;0,00;17,00;18,70;18,70;0,00;0,00;18,70;0,00;
2197;022153;110-019-006;Συλλέκτης υψηλής πίεσης 2 θέσεων;FIRE EXTINGUISHING;ΠΑΡΕΛΚΟΜΕΝΑ FIRE EXTINGUISHING;1,00;511,73;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1.637,07;1,00;511,73;1,00;1.637,07;0,00;0,00;511,73;511,73;1.637,07;0,00;68,74;
2198;022163;301-007-005;Ακροφύσιο κατάσβεσης κατάλληλο για HFC-227, 360o, 1 1/2'';FIRE EXTINGUISHING;ΠΑΡΕΛΚΟΜΕΝΑ FIRE EXTINGUISHING;10,00;470,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;549,59;10,00;470,00;10,00;549,59;0,00;0,00;470,00;470,00;549,59;0,00;14,48;
2199;022172;RELAY-PL-1010;ΡΕΛΕ ΠΛΑΚΕΤΑΣ PL-1010 24VDC;INTRUSION/BA;ΠΑΡΕΛΚΟΜΕΝΑ INTRUSION/BA;3,00;12,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;12,20;0,00;0,00;3,00;12,20;12,20;0,00;0,00;12,20;0,00;
2200;022186;DS-2CD6984G0-IHSY(2.8mm)(D);32 MP 180° PanoVu Network Camera;CCTV;ΚΑΜΕΡΕΣ PANORAMIC;14,00;14.140,00;0,00;0,00;0,00;0,00;-1,00;0,00;-1,00;0,00;13,00;14.140,00;-1,00;0,00;14,00;14.140,00;14.140,00;0,00;0,00;14.140,00;0,00;
2201;022203;HPSDC-12V16X1A;Τροφοδοτικό Pulsar 12V 16Α, με 16 ανεξάρτητες εξόδους 1Α.;CCTV;ΠΑΡΕΛΚΟΜΕΝΑ CCTV/ACCESSORIES;1,00;58,90;0,00;0,00;0,00;0,00;0,00;0,00;1,00;54,60;1,00;58,90;1,00;54,60;0,00;0,00;58,90;58,90;54,60;0,00;-7,88;
2202;022214;209-83-DESKM3322W;DELL Keyboard & Mouse KM3322W Greek Wireless;CCTV;ΠΑΡΕΛΚΟΜΕΝΑ CCTV/ACCESSORIES;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
2203;022225;PREVIDIA-M-EXP;ΙΝΙΜ, 8ZONE EXPANDER FIRE ALARM PREVIDIA MICRO;FIRE DETECTION;ACCESSORIES FIRE CONVENTIONAL;2,00;82,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;82,99;0,00;0,00;2,00;82,99;82,99;0,00;0,00;82,99;0,00;
2204;022236;SMARTLINE 020/4/ΕΧΤ;Συμβατικός πίνακας πυρανίχνευσης και κατάσβεσης 4 ζωνών;FIRE DETECTION;ΠΙΝΑΚΕΣ FIRE ADDRESSABLE;60,00;8.364,78;0,00;0,00;0,00;0,00;2,00;278,86;2,00;365,86;62,00;8.643,64;2,00;365,86;60,00;8.364,84;8.364,78;278,83;365,86;8.364,82;23,79;
2205;022238;IFMLAN;ADVANCED TCP-IP SERVICE MANAGEMENT MODULE;FIRE DETECTION;SPARE PARTS FIRE DETECTION;1,00;229,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;229,00;0,00;0,00;1,00;229,00;229,00;0,00;0,00;229,00;0,00;
2206;022249;FDL242;Linear smoke detector;FIRE DETECTION;ΑΝΙΧΝΕΥΤΕΣ FIRE CONVENTIONAL;1,00;512,06;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;11,00;512,06;0,00;0,00;11,00;5.632,66;512,06;0,00;0,00;5.632,66;0,00;
2207;022250;FDLRLM242;Βραχίονας ευθυγράμμισης (μακρύς);FIRE DETECTION;SPARE PARTS FIRE DETECTION;1,00;328,57;0,00;0,00;0,00;0,00;10,00;2.627,00;0,00;0,00;11,00;2.955,57;0,00;0,00;11,00;2.955,57;328,57;0,00;0,00;2.955,57;0,00;
2208;022253;WI-PS210GS (V2);PoE Switch με 8 θύρες 100Mbps και 1000Mbps Uplink, με υποστήριξη 250m CCTV PoE. Τροφοδοσία 95W.;IT;SWITCHES;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;
2209;022262;B05800014;"ΚΟΛΕΚΤΕΡ 3 ΦΙΑΛΩΝ / 1 ΣΕΙΡΑ / 885 mm / Inlet Rc 1"" / Outlet R2"" / accessory port G1/2""";FIRE EXTINGUISHING;ΠΑΡΕΛΚΟΜΕΝΑ FIRE EXTINGUISHING;2,00;750,47;0,00;0,00;0,00;0,00;1,00;489,25;3,00;684,95;3,00;1.239,72;3,00;684,95;0,00;0,00;750,47;375,24;684,95;0,00;45,22;
2210;022289;DK7688;"DK7688 19"" ALOCHROM MTG ANGLES 7688000";IT;ΠΑΡΕΛΚΟΜΕΝΑ IT;3,00;167,13;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;167,13;3,00;0,00;0,00;0,00;167,13;167,13;0,00;0,00;0,00;
2211;022310;NSYSFPSC50;Βάση τοίχου ερμαρίου Σετ με εξαρτήματα στερέωσης;ΛΟΙΠΑ;ΛΟΙΠΑ ΠΑΡΕΛΚΟΜΕΝΑ;11,00;967,82;0,00;0,00;0,00;0,00;0,00;949,22;0,00;0,00;11,00;1.917,04;0,00;0,00;11,00;967,82;967,82;0,00;0,00;967,82;0,00;
2212;022316;209-73-DESST550C;DELL Server PowerEdge T550/Xeon Silver 4310 (12C/24T)/16GB/480GB SSD RI/DVD-RW/H755 8GB/2 PSU/5Y NBD;IT;PC/SERVER;1,00;2.429,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;2.429,00;0,00;0,00;1,00;2.429,00;2.429,00;0,00;0,00;2.429,00;0,00;
2213;022332;PS-1621W;Χωνευτή μαγνητική επαφή λευκή;INTRUSION/BA;ΕΠΑΦΕΣ BA;159,00;198,43;0,00;0,00;0,00;0,00;20,00;24,96;0,00;0,00;179,00;223,39;0,00;0,00;179,00;223,39;198,43;0,00;0,00;223,39;0,00;
2214;022336;ZTH 24-05;Backup τροφοδοτικό 24V DC/5A;IT;POWER SUPPLIES;1,00;31,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;47,69;1,00;31,00;1,00;47,69;0,00;0,00;31,00;31,00;47,69;0,00;35,00;
2215;022343;1-2191-000-021;EXIT for Zone 1 and Zone 21 / Exit 2 for Zone 2 and Zone 22 Moulded plastic version with LED-technique;FIRE DETECTION;SPARE PARTS FIRE DETECTION;0,00;0,00;0,00;0,00;0,00;0,00;1,00;657,00;1,00;785,20;1,00;657,00;1,00;785,20;0,00;0,00;0,00;0,00;785,20;0,00;100,00;
2216;022345;CAP848794V1;Ex cable gland ?’’ for Armored Cable;FIRE DETECTION;SPARE PARTS FIRE DETECTION;0,00;0,00;0,00;0,00;0,00;0,00;1,00;10,50;0,00;0,00;1,00;10,50;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;
2217;022346;6811830;PIR7000 340 M25 NON-HART Point infrared gas detector;GAS DETECTION;GAS DETECTORS;4,00;8.000,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;10.505,60;4,00;8.000,00;4,00;10.505,60;0,00;0,00;8.000,00;8.000,00;10.505,60;0,00;23,85;
2218;022347;6811648;Mounting set PIR 7000;FIRE DETECTION;SPARE PARTS FIRE DETECTION;4,00;160,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;196,00;4,00;160,00;4,00;196,00;0,00;0,00;160,00;160,00;196,00;0,00;18,37;
2219;022348;8318360;PEX 3000, XTR 0001 Transmitter of flammable gases and vapours;FIRE DETECTION;SPARE PARTS FIRE DETECTION;6,00;4.680,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;5.966,02;6,00;4.680,00;6,00;5.966,02;0,00;0,00;4.680,00;4.680,00;5.966,02;0,00;21,56;
2220;022360;PCMF-0CN0GIN;Κάρτα Mifare 13.56. Λευκή Gloss.ZK TECO;ACCESS CONTROL;CARDS/TAGS (ACCESS);0,00;0,00;0,00;0,00;0,00;0,00;300,00;84,00;300,00;240,00;300,00;84,00;300,00;240,00;0,00;0,00;0,00;84,85;240,00;0,00;64,65;
2221;022378;PH-4EXWLMT;PH-4EXWLMT WALL MT BKT FOR EX;INTRUSION/BA;ΠΕΡΙΜΕΤΡΙΚΑ BA;0,00;0,00;0,00;0,00;0,00;0,00;1,00;420,55;0,00;0,00;1,00;420,55;0,00;0,00;1,00;420,55;0,00;0,00;0,00;420,55;0,00;
2222;022380;SDI-77XL2-EXIND;SDI-77XL2-EX-IND (INDOOR EX);INTRUSION/BA;ΑΝΙΧΝΕΥΤΕΣ/RADAR BA;0,00;0,00;0,00;0,00;0,00;0,00;1,00;4.259,55;0,00;0,00;1,00;4.259,55;0,00;0,00;1,00;4.259,55;0,00;0,00;0,00;4.259,55;0,00;
2223;022383;SPW-250 R;Indoor siren with acoustical signaling (battery back-up);INTRUSION/BA;ΣΕΙΡΗΝΕΣ BA;1,00;16,08;0,00;0,00;0,00;0,00;0,00;0,00;1,00;24,50;1,00;16,08;1,00;24,50;0,00;0,00;16,08;16,08;24,50;0,00;34,37;
2224;022390;P2725D;DELL Monitor Pro Plus P2725D 27'' QHD IPS, HDMI, DisplayPort, Height Adjustable, 3YearsW;IT;ΟΘΟΝΕΣ;2,00;430,74;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;430,74;0,00;0,00;2,00;430,74;430,74;0,00;0,00;430,74;0,00;
2225;022391;PSG2-12V3A;Tροφοδοτικό Pulsar open frame 13,8VDC 3A με φόρτιση και τεχνικές εξόδους;CCTV;ΠΑΡΕΛΚΟΜΕΝΑ CCTV/ACCESSORIES;0,00;0,00;0,00;0,00;0,00;0,00;1,00;17,10;0,00;0,00;1,00;17,10;0,00;0,00;1,00;17,10;0,00;0,00;0,00;17,10;0,00;
2226;022395;BOX-DFST;EXTRA BOX DOUBLE LIMIT SWITCH ASSEMBLED ON VALVE;FIRE DETECTION;SPARE PARTS FIRE DETECTION;4,00;870,20;0,00;0,00;0,00;0,00;0,00;0,00;4,00;906,30;4,00;870,20;4,00;906,30;0,00;0,00;870,20;870,20;906,30;0,00;3,98;
2227;022396;SSLP;BLOCKING SYSTEM WITH PADLOCK FOR BALL VALVE;FIRE DETECTION;SPARE PARTS FIRE DETECTION;4,00;212,85;0,00;0,00;0,00;0,00;0,00;0,00;4,00;223,91;4,00;212,85;4,00;223,91;0,00;0,00;212,85;212,85;223,91;0,00;4,94;
2228;022406;IS2021RE;Συμβατική Σειρήνα με Flash;INTRUSION/BA;ΣΕΙΡΗΝΕΣ BA;28,00;889,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,00;889,14;0,00;0,00;28,00;889,14;889,14;0,00;0,00;889,14;0,00;
2229;022407;NSYMM55;Πλάτη στήριξης πίνακα 450X450mm;IT;ΠΑΡΕΛΚΟΜΕΝΑ IT;11,00;177,34;0,00;0,00;0,00;0,00;0,00;173,29;0,00;0,00;11,00;350,63;0,00;0,00;11,00;177,34;177,34;0,00;0,00;177,34;0,00;
2230;022412;DS-VE11-R/HW1;Single-socket Rackmount Server;CCTV;ΚΑΤΑΓΡΑΦΙΚΑ NVR/DVR;1,00;2.900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;2.900,00;0,00;0,00;1,00;2.900,00;2.900,00;0,00;0,00;2.900,00;0,00;
2231;022416;Z-200 RAL;CONNECTION BASE FOR 200 AND 200A  SERIES DETECTORS RAL;FIRE DETECTION;DETECTOR BASE FIRE DETECTION;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;
2232;022417;DTD-210 RAL;CONVENTIONAL HEAT DETECTOR RAL;FIRE DETECTION;ΑΝΙΧΝΕΥΤΕΣ FIRE CONVENTIONAL;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;
2233;022430;B01050-00;Πίνακας Πυρανίχνευσης Solution F1-6 βρόχοι;FIRE DETECTION;ΠΙΝΑΚΕΣ FIRE ADDRESSABLE;14,00;12.654,64;0,00;0,00;0,00;0,00;0,00;0,00;5,00;50.454,60;14,00;12.654,64;5,00;50.454,60;9,00;8.135,13;12.654,64;12.654,64;50.454,60;8.135,13;74,92;
2234;022431;F20040-11;Redundant CPU για Solution F1;FIRE DETECTION;SPARE PARTS FIRE DETECTION;20,00;5.464,28;0,00;0,00;0,00;0,00;0,00;285,60;6,00;0,00;20,00;5.749,88;6,00;0,00;14,00;3.998,40;5.464,28;0,00;0,00;3.998,40;0,00;
2235;022432;B01350-00;Κάρτα δικτύου ARCNET;FIRE DETECTION;SPARE PARTS FIRE DETECTION;19,00;3.516,25;0,00;0,00;0,00;0,00;0,00;188,58;6,00;0,00;19,00;3.704,83;6,00;0,00;13,00;2.451,54;3.516,25;0,00;0,00;2.451,54;0,00;
2236;022433;B01266-00;Multiprotocol (Hochiki- Apollo) κάρτα 2 βρόχων/ 4 γραμμές για Solution F1;FIRE DETECTION;SPARE PARTS FIRE DETECTION;14,00;3.536,76;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;14,00;3.536,76;5,00;0,00;9,00;2.273,63;3.536,76;0,00;0,00;2.273,63;0,00;
2237;022434;X19176-30;Μπαταρία 12V/18Ah VdS;FIRE DETECTION;SPARE PARTS FIRE DETECTION;46,00;1.673,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;46,00;1.673,94;0,00;0,00;46,00;1.673,94;1.673,94;0,00;0,00;1.673,96;0,00;
2238;022435;B01400-00;Housing A1 για 'Solution F1-6' (max6Loops);FIRE DETECTION;SPARE PARTS FIRE DETECTION;1,00;133,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;133,44;0,00;0,00;1,00;133,44;133,44;0,00;0,00;133,44;0,00;
2239;022436;B01325-00;Κάρτα κατάσβεσης 1 περιοχής για Solution F1/F2 κατά ΕΝ12094-1;FIRE DETECTION;SPARE PARTS FIRE DETECTION;13,00;5.655,16;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;13,00;5.655,16;5,00;0,00;8,00;3.480,10;5.655,16;0,00;0,00;3.480,09;0,00;
2240;022437;B01205-01;4U Εμπρόσθιο πάνελ για πίνακα κατάσβεσης Solution F1 (4 περιοχές);FIRE DETECTION;SPARE PARTS FIRE DETECTION;13,00;1.287,72;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;13,00;1.287,72;5,00;0,00;8,00;792,44;1.287,72;0,00;0,00;792,44;0,00;
2241;022438;B01225-00;Πλακέτα ενδείξεων κατάσβεσης LED για F1/F2;FIRE DETECTION;SPARE PARTS FIRE DETECTION;13,00;742,50;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;13,00;742,50;5,00;0,00;8,00;456,92;742,50;0,00;0,00;456,92;0,00;
2242;022439;B01205-20;Κλειδοδιακόπτης για πλακέτα κατάσβεσης;FIRE DETECTION;SPARE PARTS FIRE DETECTION;13,00;525,25;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;13,00;525,25;5,00;0,00;8,00;323,23;525,25;0,00;0,00;323,23;0,00;
2243;022440;B01405-00;A2 HOUSING ΓΙΑ F1;FIRE DETECTION;SPARE PARTS FIRE DETECTION;13,00;1.734,63;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;13,00;1.734,63;5,00;0,00;8,00;1.067,46;1.734,63;0,00;0,00;1.067,47;0,00;
2244;022441;B02011-00;Hochiki Multisensor ACC-EN λευκός;FIRE DETECTION;SPARE PARTS FIRE DETECTION;673,00;15.806,75;0,00;0,00;0,00;0,00;0,00;344,40;166,00;3.200,17;673,00;16.151,15;166,00;3.200,17;507,00;12.472,20;15.806,75;688,80;3.200,17;12.472,20;78,48;
2245;022442;B02220-00;Βάση ανιχνευτή Hochiki YBN-R/3 με isolator;FIRE DETECTION;SPARE PARTS FIRE DETECTION;673,00;4.802,53;0,00;0,00;0,00;0,00;0,00;100,80;166,00;0,00;673,00;4.903,33;166,00;0,00;507,00;3.650,40;4.802,53;0,00;0,00;3.650,40;0,00;
